dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
ghisaconus,0,all,0.0,0.76,0.71,0.63,,
ghisaconus,30,pcal,0.007,0.751,0.631,0.631,0|9|10|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|46|47|48|49|102|126|130,0.36011882623634245|0.344782375436894|0.34369013353535455|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.3439357847366841|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.3448543326436805|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215|0.34254452498116816
ghisaconus,29,pcal,0.0,0.75,0.633,0.633,0|9|10|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|46|47|48|49|102|126,0.36011882623634245|0.344782375436894|0.34369013353535455|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.3439357847366841|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.3448543326436805|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,28,pcal,0.0,0.743,0.624,0.624,0|9|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|46|47|48|49|102|126,0.36011882623634245|0.344782375436894|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.3439357847366841|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.3448543326436805|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,27,pcal,0.0,0.745,0.624,0.624,0|9|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|35|36|46|47|48|49|102|126,0.36011882623634245|0.344782375436894|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.3448543326436805|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,26,pcal,0.0,0.734,0.614,0.614,0|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|35|36|46|47|48|49|102|126,0.36011882623634245|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.3448543326436805|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,25,pcal,0.0,0.731,0.62,0.62,0|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|36|46|47|48|49|102|126,0.36011882623634245|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.34725415679533267|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,24,pcal,0.0,0.734,0.622,0.622,0|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|46|47|48|49|102|126,0.36011882623634245|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034|0.34914769541907215
ghisaconus,23,pcal,0.0,0.725,0.623,0.623,0|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|46|47|48|49|102,0.36011882623634245|0.3538972195940403|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034
ghisaconus,22,pcal,0.0,0.724,0.621,0.621,0|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|46|47|48|49|102,0.36011882623634245|0.3684043618604681|0.37211974638683765|0.37151232166164405|0.37433462138781215|0.39052039312136677|0.41286094211348706|0.42371169388914853|0.4120905881460209|0.3882836116117271|0.4132096898361106|0.366937789423571|0.3602136396819127|0.36785665297962994|0.365661158460346|0.3628578797797701|0.35414637582137964|0.37274822265133456|0.38249039465817897|0.41648264986341127|0.3869905677059319|0.3607644721756034
